Bills,Food,Entertainment,Transportation,Personal Spending,Savings,Healthcare,Income
20594.32,15116,7437.63,6233,5068,9527.52,12040,76017
48729.99,32172,16012,11158.81,15043,25603,39657.2,188376
40518.04,25637,15051,14125,15024.75,22476,41160.85,173993
56942,43678,17736.32,14536.19,21721,34954,57426,246993
49959,14324.75,10037,10058,13506,8066,36644,142596
26277.36,15267.92,10804,7112,5868,9770.65,35323,110424
9139,4748.18,1783,1645.18,2303.57,3200.17,2228.8,25048
51514.99,23593.42,9106.79,10195.85,9823.19,16406,55543,176183
66463,27106.38,17086,11228,14467,17955,24670,178976
22474,8533,4216.07,4249,3563.37,3594,18283.04,64912
13761,8674,2959.61,3832.61,4142,3020,7619.43,44008
48866,17932.91,12740,11879.38,10747,16228,22739.06,141132
77390,33592.64,20886,12000,12198,28961,30709.09,215738
27027,18529,6411,9154.83,8406,8814,15216,93559
21324.67,9350,5119,5977,4332.25,9516,9719,65337
37247.57,20965,10799,9125.17,9265,8417,24797,120616
4985,4597.2,2302.68,1881,1625.4,2363,5596,23350
11937,6791.16,1781.33,2645,2490.56,2551,6157.82,34354
16150,7176,3411.3,5304.15,4825.54,4599,13719.88,55186
9979,5889.06,3091.83,3449,2684,3945.13,9106.9,38145
62295.03,29249,16426,16146,10551,23328.19,17096.82,175092
25581,17507.9,7044.79,5879.82,8817,7003.78,24288.45,96123
81054.49,45834.57,13569.3,21476,21584.4,26794,37426.8,247739
63433,33714,20389,17074.38,13269,12531,55846.51,216258
79021,23450.63,16368.68,16555.65,19213,19310.43,52621.03,226541
7748.56,3759,1622.3,1820.16,2211,3070,10350,30581
26894.86,18083,8598.6,9350,9679.17,5022,21301.61,98929
8529,6508,1738,2229.36,1792.24,4473.8,7781,33051
20463,7554.77,3501,3693.4,4162,3985.84,18114,61474
21890.11,16112.61,6562.72,5572,9708,11229.19,30673.65,101748
40204,19657.88,10313,11660,11437,11869.83,30853.15,135995
28827.62,10939,6773,4768,4147.97,6413.62,17757,79626
3736,2884,858,1426.79,1564.17,1644,4847,16960
63593.7,27445.6,10361.88,17503,10458,24957,22525.26,176844
32665,27341,11470,14284,14591,15279.15,46961.04,162592
44026.18,21498.66,11164.17,9624.95,17709.11,20201,66328,190553
14510.9,6872,2921.32,3414,3708,5627.61,9355,46408
23121.02,14895.28,6659,5648,6197,11466,36020,104006
18931,11612,4234.02,3619,4513,5365.6,18860,67134
35456.68,28913.2,11023.97,13696,15596.69,16442.48,40434,161563
31791.97,26301.02,9013,7485,7956.21,20686,39178.88,142413
41311.09,28777,10687.85,18017,9288.92,23318,54295,185695
28701,12843,9236.95,6018.37,8634.35,9488.84,25403.62,100327
52411.54,25991,7152,10833.98,8651.07,11596.94,24773,141410
42898,33657.55,19877,12605,16894,11701.44,74870,212503
34670,20089,7872,12611,13841.79,22175.32,42066.02,153326
60043.29,31477.72,19189.83,18498,13470.17,11835,38417.54,192932
6373,3999.07,1893,1153.85,1987,1652,4286.91,21344
55328.56,14938.79,13509,9868,12239,16446.64,20491.62,142822
65333.86,29917,19024.91,9957.55,14077,22888.45,34628.53,195828
30512.71,14920,7509,7712,4618,5128,7558.5,77957
27167,13068.01,7547,7961,10370,7978.66,41331.09,115423
20496.15,7651,5078.29,4321.16,5074,9865,15568,68053
73053,27182.46,10835,12310,14299.49,31188.95,43058.06,211927
52351,20326,15177,11394.93,9798.96,12815.31,35104.4,156968
66571,26166,13052,12492.65,14298,25036.69,39216,196833
72499.41,34005.23,11178.2,20335.33,17882,25144,22579.84,203624
28394.82,10185.35,5920.48,8514.69,7641.91,9146,17650.77,87454
23930.84,17013,9570,9882,9235.2,7157.41,23812,100600
31995.18,22057,13061,11317.34,8346.65,10386.36,35568,132732
61790,23562.45,16445,14172,14800.47,19942.07,18295.04,169007
12336,5634.52,3869.24,3082,2759,6697.5,13262,47641
14178.99,7373.6,2271,2270.21,2591.88,2242,8782.87,39711
24704.56,13197,7867.87,7632,5787,11587,9567,80342
27434,15211.24,10148,6802.32,7856.81,13635.67,35808,116896
53878.97,19116.03,13125,11087,9836,15684.04,30527.38,153254
36011,13005,8551,8890,8649.18,8705.24,14022,97833
15390.34,9374,4657,4494,5177.32,9916,17268,66276
7929.16,4844,2894.13,2655.72,2494,4345.92,4378.55,29541
24364,11894.42,6985,9413,6273.22,10774,34754,104457
57458,37551,18610,17939.74,19118,17163,55541,223382
21334.94,10501,3853,5197.65,2742.7,4667,6516,54813
53376.03,26748.26,15119,17422,12181,11991,41432,178270
44724,22282,12203.89,8326,12048.95,14450.7,35857,149892
8901.45,6436,2043.06,2725.85,2677,2377.21,8909,34070
77566.65,23684.82,15155.28,15232,17210.19,17592.66,44398.03,210840
35417,16126.82,9770,8860.42,13693,8563,59764.19,152194
22074.38,14887.87,8700.74,6546.66,6726.87,6681,24941,90559
57097,40464.85,13586.33,14978,18578.96,26688.84,43221,214615
62552.61,30626,14193.31,11293,13272.76,21872.85,70702.79,224513
13776,7801.89,3506,4265,3690,6067.47,12680,51786
88359.75,38756,17775.79,23096.25,23278,26945,17795,236006
76829.55,33907.45,23842.99,15770,21165.95,25489.67,43870,240876
50696,15560.48,12299.05,7809.25,7599,9643,44202.02,147809
12013,8969.62,2528.08,2521,2501.18,6801,10728.12,46062
68685,23374.63,17450,12017,10722,19117,43943.37,195309
13508.92,9754.86,4093,5993.59,4626,5986.34,17608.04,61571
8206,5939,1821,2574,2752,2982.08,11235.8,35510
6043.28,4970.86,1930,2266,1846.47,3299,9070.5,29426
16968.63,8665.35,3033,4303.84,2787,5968.49,5538.14,47265
55064.89,15977.49,9152.76,8108,15836,20034,34749.29,158922
22858,15222,5783,7478.7,3869.8,9298,11641.56,76150
38787.34,16344,7028,9342,8734,9039.94,8037,97312
19967.08,12324.88,5213,5531.49,7632.24,5352,43592.99,99613
22900,16663.17,4281,5542,6832.68,10892.33,17799,84910
15587.51,6248,3816.02,3215.64,3896,5208,24403.55,62375
34973.18,21004,12641,6657.21,9182.47,17794,29574,131826
16560.05,7996,2336,3795,3402,4879.09,6466.73,45435
31829,20847.98,5705,7116,10250,14880.17,15814,106443
52631,26636.25,16221,12287,12134,17227.16,61067,198204
44598,28726,18471.94,21862,11028.51,22221,73109.62,220017
78788,43393,22045.4,21130.89,13434,15498,28833.06,223122
65360,36899,21907,18114,23271.4,30719.21,40205,236474
31250.65,20291.06,13114,13060,8202,14228.45,43908.41,144055
87467,33904.45,15036,23805,22319.5,24938.83,30842,238313
35156.62,31405,16172.52,15255,14061.99,15967.71,33714.86,161734
12156,4780.17,2197.77,2401,1730,4659.91,5585.33,33510
55186.38,22623,20194.08,14169,20154,21456,65475.77,219259
36719.39,28192,11509,13373.97,9765,18235.93,64274.58,182070
46701,36323.97,13901,10379,19458,14960,56195,197918
29216.17,18883.72,8907,5524,10042,10052.85,21446,104071
6347.88,2311,1357,1035,872.17,1807,2910.91,16640
17054.7,10491,5220.11,4322,3767,3266.84,10424.98,54547
20603,6692,5751.14,6203,6336.7,7971.91,11061,64620
61248,24670.04,11592.67,11998,11560.78,14735,20585,156389
43037.82,13339,6493.14,8658,10634,9090,34356,125608
5294.91,2954,1422,1150,1123.91,1478.13,4142,17564
46827.13,30730,14983,13687.34,10571.02,10173,41446.27,168417
46025.49,14109,12154,11840,11686.07,8334.21,19675,123824
53612.54,24559.01,11872,20882.75,12431.87,24439,87497.89,235295
22482,17194,8619.18,6321,6221,7207.77,21228.34,89273
18659.25,16604.38,7388,4802.08,6412.24,8957.51,22035.54,84859
70272,24769,17911,15504,18614.15,18076,56691,221837
37500.96,22688,8296,6207,10363.66,17322.58,17639.91,120017
67876.74,41273.76,17020.96,20646.49,19037.63,23627.46,25626.96,215110
40483,16263,11575.18,10625.07,11302.48,16472,26896.93,133618
57892,22632,15951.77,15661,12234.58,18677.43,50415.66,193465
79721.35,21558.46,11924,19835,16387,26830,30896,207153
35937,17711,7249,9662,12962,13237,38584,135341
83030.94,41811.96,20973,16810,17347.67,19353,44396,243722
14426.83,6812,2267,2659.55,3085.96,2274.56,7903.94,39430
75342.54,25491,19550,19991,17744.57,27505.57,30979.65,216604
11885,6670.48,2967,3316,2076.39,5208,5666,37788
62583.3,35342.61,13345.01,22827.31,15599.84,16437.01,70442,236577
73208,27959.15,15458,16078,13191,16500,27221,189615
60777.63,27758.53,8879,13472,12908.02,17762.65,13432,154991
22704,11030,6607.07,6977.19,4216.61,10057.55,17753.96,79346
29954.78,13197.8,6945.57,7378,6941.77,12996,28708,106122
12893,7578.11,4165.93,2981.86,3114,5033,14208.69,49974
41064,15280.73,10012,7381,10444,15609.62,17517,117309
7226.07,3684,1464.9,1635,1535,1738,9088,26371
12052.83,8906,4621,4479.72,4961,6784,13280,55084
66540.23,18803,14700.1,15572,14532.23,15117,25437.07,170701
59221,32983.08,11203.82,16381,10958.4,21543.32,39966,192256
17732.97,12487.87,5627,4295,3870.54,7862,20040,71916
26288.04,13792.85,8146.49,5831,5463.01,4521,19929.33,83972
79819.99,31879,18002.27,18915.09,19196.25,20701.15,14745.41,203259
5027,3278.58,1420,1664.46,2060,2179.6,7355,22984
9142,7014.55,2622.53,3594,3520.22,6127,11017.63,43039
29090,15230.28,6501,7939,5965,5101.98,25602,95431
26087.69,13602.52,9210.8,5323,8219.98,7780,23467.44,93691
18280.67,8782.98,6007.89,3933,6657.14,4600.16,20344.33,68606
37313,29512,13995.62,10922.85,11240,21227,27478,151688
26076,18563,7787,7503,9416,12305.71,31015,112665
31864.61,19616.22,7460,6621.01,6517.21,13089.75,30205,115373
59064,35476,12754,12390.35,9874.47,27749,33837,191144
11750,6184,2723,3220.26,2679.67,2521.62,5495,34574
34232,21160,11837.21,13579.38,12718,20359.65,30616,144502
41915,20962,10063.06,11892,8680,8250.16,51986,153748
44294,22626,13331,11589,10052.39,16426.02,33570,151888
14993.89,6128.54,2917.24,3666.24,2611,2177.21,10239,42733
75912.61,33025.39,12257,19278,12189.82,13587,60502.02,226752
3879.65,2225.89,1086,656.91,1022.61,913.23,2265.99,12050
25427,23116,7914.24,7062,9827,15443,31207,119996
15909.66,8019,2595.27,3243,4282,4756.56,5126.95,43933
9116.7,6560,2705,2759.84,2903.92,2796.89,8109,34951
11759.98,8481.07,2534.94,2137,2523.85,5882,9093.7,42413
67747.67,32516.94,12306.77,17525,9250.43,22664,13862.84,175873
67852.81,31615,17175,17208,11769,9848,41223,196691
53620.16,32204,15724,14778.8,13957.64,19438,24263,173985
34289,14551,9868.45,7258.22,9010.14,14433.1,33163.76,122573
62955.22,24877.73,17486,9296,15015,26715.68,25327,181672
65749,23121.93,19528,15467,15167,26809,33005.42,198847
58492.31,35923,18777.01,14775,21180.67,15405.43,67334,231888
84875.44,34492,12411.83,19119,13664,31192.98,35411,231165
40188,23972.28,12995.23,16724.49,9021.61,18691.96,54879,176472
53725.37,20163,11771,7278,11283.93,21474.42,19869.38,145566
57426,37608.73,15988,20511.47,13231.56,20351.36,56642.69,221760
51212,13686,12293,9275,10364.66,13444,22469,132744
22334,18902.27,8273.66,9555.29,9524.19,13834.56,17007,99431
58458.51,37117.72,19637,17975,15806,17164.32,49603.82,215763
84478,29089,19273.47,21515,13583.37,26198,44353.16,238491
61039.92,32522,14544,17807.46,12933.64,34695.38,76259,249802
17710.52,10345,3749,4990,3837.89,7244,5124.11,53001
24692.25,12024,5100,6881,4181,5195,19291.41,77364
49004,18921.08,10521.18,7936.49,12962,16218,19424.74,134988
13977,7553,4687.31,3676,5445.48,3714,15975,55028
55200.31,45725,20893,22124.32,17988.92,17273,69302,248506
86682,24615,12052.74,16200,13757,31153.96,54271,238731
56774,33754.75,9429,16287,17687,22005.05,22708,178645
42960.28,27948.2,11094,12722,12358,16469.54,18326.18,141878
43612,21455,13136.75,10271.09,9102,13770.06,22995.92,134343
45593,38448.18,10776.13,17380.52,16118,22397,46998,197710
47104,26363,13578,12413.24,9735.24,13598.1,15509.62,138301
51968,16586,10612,7397,7871,10186.89,31674.47,136295
65129,25642.37,15841,16774,12835.67,34230,77126.59,247578
36567,25706,12285,9721,12731.49,24760,49058,170829
11378,6930.83,3604.37,2526.27,2799,2336,15062,44636
